,indicator_group,year,value,indicator_name,source_comment,country,indicator_units,source_name,category_name,sub_category
782,5th  percentile,2012.0,0.105,Global weighted-average capacity factors for utility-scale PV systems,Table 3.1,,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
783,5th  percentile,2013.0,0.119,Global weighted-average capacity factors for utility-scale PV systems,Table 3.1,,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
784,5th  percentile,2014.0,0.108,Global weighted-average capacity factors for utility-scale PV systems,Table 3.1,,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
785,5th  percentile,2015.0,0.108,Global weighted-average capacity factors for utility-scale PV systems,Table 3.1,,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
786,5th  percentile,2016.0,0.107,Global weighted-average capacity factors for utility-scale PV systems,Table 3.1,,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
787,5th  percentile,2017.0,0.115,Global weighted-average capacity factors for utility-scale PV systems,Table 3.1,,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
788,5th  percentile,2018.0,0.124,Global weighted-average capacity factors for utility-scale PV systems,Table 3.1,,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
789,5th  percentile,2019.0,0.107,Global weighted-average capacity factors for utility-scale PV systems,Table 3.1,,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
790,5th  percentile,2020.0,0.099,Global weighted-average capacity factors for utility-scale PV systems,Table 3.1,,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
791,5th  percentile,2021.0,0.108,Global weighted-average capacity factors for utility-scale PV systems,Table 3.1,,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
792,5th  percentile,2022.0,0.103,Global weighted-average capacity factors for utility-scale PV systems,Table 3.1,,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
793,Weighted average,2010.0,0.138,Global weighted-average capacity factors for utility-scale PV systems,Table 3.1,,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
794,Weighted average,2011.0,0.153,Global weighted-average capacity factors for utility-scale PV systems,Table 3.1,,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
795,Weighted average,2012.0,0.151,Global weighted-average capacity factors for utility-scale PV systems,Table 3.1,,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
796,Weighted average,2013.0,0.164,Global weighted-average capacity factors for utility-scale PV systems,Table 3.1,,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
797,Weighted average,2014.0,0.166,Global weighted-average capacity factors for utility-scale PV systems,Table 3.1,,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
798,Weighted average,2015.0,0.165,Global weighted-average capacity factors for utility-scale PV systems,Table 3.1,,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
799,Weighted average,2016.0,0.167,Global weighted-average capacity factors for utility-scale PV systems,Table 3.1,,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
800,Weighted average,2017.0,0.176,Global weighted-average capacity factors for utility-scale PV systems,Table 3.1,,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
801,Weighted average,2018.0,0.179,Global weighted-average capacity factors for utility-scale PV systems,Table 3.1,,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
802,Weighted average,2019.0,0.175,Global weighted-average capacity factors for utility-scale PV systems,Table 3.1,,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
803,Weighted average,2020.0,0.161,Global weighted-average capacity factors for utility-scale PV systems,Table 3.1,,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
804,Weighted average,2021.0,0.172,Global weighted-average capacity factors for utility-scale PV systems,Table 3.1,,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
805,Weighted average,2022.0,0.169,Global weighted-average capacity factors for utility-scale PV systems,Table 3.1,,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
806,95th  percentile,2010.0,0.23,Global weighted-average capacity factors for utility-scale PV systems,Table 3.1,,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
807,95th  percentile,2011.0,0.26,Global weighted-average capacity factors for utility-scale PV systems,Table 3.1,,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
808,95th  percentile,2012.0,0.256,Global weighted-average capacity factors for utility-scale PV systems,Table 3.1,,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
809,95th  percentile,2013.0,0.23,Global weighted-average capacity factors for utility-scale PV systems,Table 3.1,,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
810,95th  percentile,2014.0,0.244,Global weighted-average capacity factors for utility-scale PV systems,Table 3.1,,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
811,95th  percentile,2015.0,0.29,Global weighted-average capacity factors for utility-scale PV systems,Table 3.1,,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
812,95th  percentile,2016.0,0.259,Global weighted-average capacity factors for utility-scale PV systems,Table 3.1,,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
813,95th  percentile,2017.0,0.27,Global weighted-average capacity factors for utility-scale PV systems,Table 3.1,,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
814,95th  percentile,2018.0,0.269,Global weighted-average capacity factors for utility-scale PV systems,Table 3.1,,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
815,95th  percentile,2019.0,0.239,Global weighted-average capacity factors for utility-scale PV systems,Table 3.1,,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
816,95th  percentile,2020.0,0.208,Global weighted-average capacity factors for utility-scale PV systems,Table 3.1,,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
817,95th  percentile,2021.0,0.213,Global weighted-average capacity factors for utility-scale PV systems,Table 3.1,,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
818,95th  percentile,2022.0,0.205,Global weighted-average capacity factors for utility-scale PV systems,Table 3.1,,,IRENA_Renewable_Power_Generation_Costs,Infrastructure,Power Infrastructure
819,,2010.0,0.452465162,Weighted-average LCOE ,Fig. 3.11,Australia, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
820,,2011.0,0.459734925,Weighted-average LCOE ,Fig. 3.11,Australia, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
821,,2012.0,0.278357836,Weighted-average LCOE ,Fig. 3.11,Australia, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
822,,2013.0,0.159764393,Weighted-average LCOE ,Fig. 3.11,Australia, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
823,,2014.0,0.131541533,Weighted-average LCOE ,Fig. 3.11,Australia, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
824,,2015.0,0.113246211,Weighted-average LCOE ,Fig. 3.11,Australia, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
825,,2016.0,0.087030841,Weighted-average LCOE ,Fig. 3.11,Australia, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
826,,2017.0,0.095384308,Weighted-average LCOE ,Fig. 3.11,Australia, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
827,,2018.0,0.078405503,Weighted-average LCOE ,Fig. 3.11,Australia, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
828,,2019.0,0.074910534,Weighted-average LCOE ,Fig. 3.11,Australia, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
829,,2020.0,0.0564917,Weighted-average LCOE ,Fig. 3.11,Australia, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
830,,2021.0,0.044535623,Weighted-average LCOE ,Fig. 3.11,Australia, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
831,,2022.0,0.040600067,Weighted-average LCOE ,Fig. 3.11,Australia, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
832,,2012.0,0.200578205,Weighted-average LCOE ,Fig. 3.11,Chile, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
833,,2013.0,0.148795515,Weighted-average LCOE ,Fig. 3.11,Chile, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
834,,2014.0,0.146549488,Weighted-average LCOE ,Fig. 3.11,Chile, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
835,,2015.0,0.101618569,Weighted-average LCOE ,Fig. 3.11,Chile, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
836,,2016.0,0.093469677,Weighted-average LCOE ,Fig. 3.11,Chile, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
837,,2017.0,0.090036543,Weighted-average LCOE ,Fig. 3.11,Chile, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
838,,2018.0,0.119484732,Weighted-average LCOE ,Fig. 3.11,Chile, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
839,,2019.0,0.095379701,Weighted-average LCOE ,Fig. 3.11,Chile, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
840,,2020.0,0.064652204,Weighted-average LCOE ,Fig. 3.11,Chile, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
841,,2021.0,0.046149528,Weighted-average LCOE ,Fig. 3.11,Chile, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
842,,2022.0,0.042214492,Weighted-average LCOE ,Fig. 3.11,Chile, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
843,,2010.0,0.330995007,Weighted-average LCOE ,Fig. 3.11,China, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
844,,2011.0,0.287223135,Weighted-average LCOE ,Fig. 3.11,China, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
845,,2012.0,0.210792229,Weighted-average LCOE ,Fig. 3.11,China, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
846,,2013.0,0.165432079,Weighted-average LCOE ,Fig. 3.11,China, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
847,,2014.0,0.123615606,Weighted-average LCOE ,Fig. 3.11,China, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
848,,2015.0,0.091990763,Weighted-average LCOE ,Fig. 3.11,China, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
849,,2016.0,0.079772137,Weighted-average LCOE ,Fig. 3.11,China, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
850,,2017.0,0.069809038,Weighted-average LCOE ,Fig. 3.11,China, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
851,,2018.0,0.053408421,Weighted-average LCOE ,Fig. 3.11,China, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
852,,2019.0,0.049452208,Weighted-average LCOE ,Fig. 3.11,China, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
853,,2020.0,0.042106358,Weighted-average LCOE ,Fig. 3.11,China, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
854,,2021.0,0.036059337,Weighted-average LCOE ,Fig. 3.11,China, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
855,,2022.0,0.037186173,Weighted-average LCOE ,Fig. 3.11,China, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
856,,2010.0,0.42259309,Weighted-average LCOE ,Fig. 3.11,France, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
857,,2011.0,0.429399219,Weighted-average LCOE ,Fig. 3.11,France, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
858,,2012.0,0.436460088,Weighted-average LCOE ,Fig. 3.11,France, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
859,,2013.0,0.258954045,Weighted-average LCOE ,Fig. 3.11,France, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
860,,2014.0,0.172390627,Weighted-average LCOE ,Fig. 3.11,France, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
861,,2015.0,0.120915092,Weighted-average LCOE ,Fig. 3.11,France, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
862,,2016.0,0.095151855,Weighted-average LCOE ,Fig. 3.11,France, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
863,,2017.0,0.085250178,Weighted-average LCOE ,Fig. 3.11,France, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
864,,2018.0,0.071946284,Weighted-average LCOE ,Fig. 3.11,France, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
865,,2019.0,0.066036221,Weighted-average LCOE ,Fig. 3.11,France, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
866,,2020.0,0.058353578,Weighted-average LCOE ,Fig. 3.11,France, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
867,,2021.0,0.051748469,Weighted-average LCOE ,Fig. 3.11,France, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
868,,2022.0,0.062000158,Weighted-average LCOE ,Fig. 3.11,France, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
869,,2010.0,0.400974471,Weighted-average LCOE ,Fig. 3.11,Germany, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
870,,2011.0,0.339016429,Weighted-average LCOE ,Fig. 3.11,Germany, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
871,,2012.0,0.273244825,Weighted-average LCOE ,Fig. 3.11,Germany, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
872,,2013.0,0.216043983,Weighted-average LCOE ,Fig. 3.11,Germany, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
873,,2014.0,0.159218871,Weighted-average LCOE ,Fig. 3.11,Germany, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
874,,2015.0,0.126781558,Weighted-average LCOE ,Fig. 3.11,Germany, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
875,,2016.0,0.111107812,Weighted-average LCOE ,Fig. 3.11,Germany, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
876,,2017.0,0.10126371,Weighted-average LCOE ,Fig. 3.11,Germany, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
877,,2018.0,0.097046495,Weighted-average LCOE ,Fig. 3.11,Germany, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
878,,2019.0,0.079966977,Weighted-average LCOE ,Fig. 3.11,Germany, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
879,,2020.0,0.068560651,Weighted-average LCOE ,Fig. 3.11,Germany, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
880,,2021.0,0.062845353,Weighted-average LCOE ,Fig. 3.11,Germany, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
881,,2022.0,0.080074019,Weighted-average LCOE ,Fig. 3.11,Germany, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
882,,2010.0,0.375921557,Weighted-average LCOE ,Fig. 3.11,India, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
883,,2011.0,0.238901447,Weighted-average LCOE ,Fig. 3.11,India, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
884,,2012.0,0.203304171,Weighted-average LCOE ,Fig. 3.11,India, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
885,,2013.0,0.202953327,Weighted-average LCOE ,Fig. 3.11,India, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
886,,2014.0,0.132303038,Weighted-average LCOE ,Fig. 3.11,India, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
887,,2015.0,0.086620551,Weighted-average LCOE ,Fig. 3.11,India, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
888,,2016.0,0.081654126,Weighted-average LCOE ,Fig. 3.11,India, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
889,,2017.0,0.074552677,Weighted-average LCOE ,Fig. 3.11,India, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
890,,2018.0,0.054104189,Weighted-average LCOE ,Fig. 3.11,India, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
891,,2019.0,0.042814794,Weighted-average LCOE ,Fig. 3.11,India, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
892,,2020.0,0.040612355,Weighted-average LCOE ,Fig. 3.11,India, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
893,,2021.0,0.036749299,Weighted-average LCOE ,Fig. 3.11,India, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
894,,2022.0,0.03741286,Weighted-average LCOE ,Fig. 3.11,India, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
895,,2010.0,0.447375866,Weighted-average LCOE ,Fig. 3.11,Italy, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
896,,2011.0,0.421137603,Weighted-average LCOE ,Fig. 3.11,Italy, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
897,,2012.0,0.214152415,Weighted-average LCOE ,Fig. 3.11,Italy, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
898,,2013.0,0.189134243,Weighted-average LCOE ,Fig. 3.11,Italy, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
899,,2014.0,0.155782757,Weighted-average LCOE ,Fig. 3.11,Italy, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
900,,2017.0,0.0766658,Weighted-average LCOE ,Fig. 3.11,Italy, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
901,,2018.0,0.067117737,Weighted-average LCOE ,Fig. 3.11,Italy, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
902,,2019.0,0.0620062,Weighted-average LCOE ,Fig. 3.11,Italy, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
903,,2020.0,0.058409366,Weighted-average LCOE ,Fig. 3.11,Italy, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
904,,2021.0,0.053237129,Weighted-average LCOE ,Fig. 3.11,Italy, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
905,,2022.0,0.061481748,Weighted-average LCOE ,Fig. 3.11,Italy, USD/kWh,IRENA_Renewable_Power_Generation_Costs,Fig. 3.11,Fig. 3.11
