,country,year,value,indicator_name,indicator_topic,indicator_subtopic,indicator_group,source_description
644,,Estonia,17.8,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Monitoring and control,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
645,,Estonia,65.1,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Mechanical installation,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
646,,Estonia,49.9,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Electrical installation,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
647,,Estonia,18.7,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Inspection,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
648,,Estonia,87.4,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Margin,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
649,,Estonia,7.1,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Financing costs,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
650,,Estonia,19.6,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,System design,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
651,,Estonia,19.6,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Permitting,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
652,,Estonia,5.8,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Incentive application,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
653,,Estonia,13.4,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Customer acquisition,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
654,,Chile,302.9,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Modules,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
655,,Chile,44.9,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Inverters,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
656,,Chile,57.8,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Racking and mounting,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
657,,Chile,55.6,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Grid connection,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
658,,Chile,54.9,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Cabling/ wiring,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
659,,Chile,28.5,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Safety and security,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
660,,Chile,7.9,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Monitoring and control,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
661,,Chile,49.5,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Mechanical installation,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
662,,Chile,40.1,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Electrical installation,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
663,,Chile,7.2,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Inspection,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
664,,Chile,121.4,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Margin,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
665,,Chile,93.3,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Financing costs,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
666,,Chile,2.2,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,System design,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
667,,Chile,17,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Permitting,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
668,,Chile,4.8,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Incentive application,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
669,,Chile,0.3,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Customer acquisition,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
670,,Romania,312.4,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Modules,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
671,,Romania,45.8,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Inverters,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
672,,Romania,80.5,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Racking and mounting,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
673,,Romania,87.5,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Grid connection,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
674,,Romania,42.5,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Cabling/ wiring,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
675,,Romania,17.4,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Safety and security,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
676,,Romania,7,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Monitoring and control,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
677,,Romania,42,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Mechanical installation,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
678,,Romania,35.9,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Electrical installation,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
679,,Romania,16.2,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Inspection,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
680,,Romania,101.3,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Margin,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
681,,Romania,10.4,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Financing costs,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
682,,Romania,20.2,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,System design,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
683,,Romania,26.7,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Permitting,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
684,,Romania,4.3,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Incentive application,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
685,,Romania,15.1,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Customer acquisition,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
686,,Bulgaria,284.2,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Modules,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
687,,Bulgaria,53,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Inverters,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
688,,Bulgaria,68.9,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Racking and mounting,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
689,,Bulgaria,85.9,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Grid connection,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
690,,Bulgaria,35.7,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Cabling/ wiring,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
691,,Bulgaria,11,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Safety and security,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
692,,Bulgaria,7.8,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Monitoring and control,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
693,,Bulgaria,37.5,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Mechanical installation,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
694,,Bulgaria,40.8,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Electrical installation,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
695,,Bulgaria,15.5,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Inspection,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
696,,Bulgaria,110.8,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Margin,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
697,,Bulgaria,7.5,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Financing costs,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
698,,Bulgaria,12.5,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,System design,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
699,,Bulgaria,20.5,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Permitting,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
700,,Bulgaria,3.6,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Incentive application,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
701,,Bulgaria,7.9,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Customer acquisition,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
702,,Spain,284.4,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Modules,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
703,,Spain,38.9,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Inverters,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
704,,Spain,90.6,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Racking and mounting,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
705,,Spain,43.5,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Grid connection,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
706,,Spain,61.5,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Cabling/ wiring,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
707,,Spain,10,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Safety and security,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
708,,Spain,10.4,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Monitoring and control,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
709,,Spain,38.8,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Mechanical installation,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
710,,Spain,28.6,Total installed cost (2022 USD/kW),Infrastructure,Power Infrastructure,Electrical installation,"Figure 3.4 Utility-scale solar PV total installed cost trends in selected countries, 2010-2022"
